Patient Id,Patient Gender,Patient Age,Department Referral,Patient Waittime,Arrival_Time,Day_of_Week,Emergency_Case_Type,Triage_Level,Queue_Length,Doctors_Available,Nurses_Available,Gender_Code,Day_Code,Emergency_Type_Code,Department_Code
425-93-4522,M,29,Orthopedics,10,02:17,Friday,Fracture,3,11,10,14,0,5,4,4
706-08-0956,M,30,Burn Unit,25,06:33,Wednesday,Burn Injury,3,19,3,11,0,3,5,6
505-26-7359,M,28,General Medicine,33,21:29,Tuesday,Fever,4,8,5,10,0,2,10,5
131-78-6758,M,39,General Medicine,64,01:41,Thursday,Fever,4,23,8,9,0,4,10,5
354-84-2920,M,35,Cardiology,4,07:32,Saturday,Chest Pain,2,14,7,7,0,6,7,1
477-12-7087,M,17,General Medicine,59,18:04,Wednesday,Fever,4,21,10,7,0,3,10,5
841-99-0123,M,17,Cardiology,3,02:07,Wednesday,Heart Attack,1,23,8,5,0,3,1,1
160-25-9103,M,45,Cardiology,2,10:39,Saturday,Chest Pain,2,21,8,12,0,6,7,1
554-11-3057,M,45,Burn Unit,25,14:47,Friday,Burn Injury,3,18,5,10,0,5,5,6
888-79-4244,M,14,Cardiology,8,22:51,Friday,Heart Attack,1,23,5,5,0,5,1,1
711-10-8773,M,40,Trauma,14,11:03,Tuesday,Accident,2,21,5,13,0,2,3,6
247-51-7300,M,9,Trauma,8,15:44,Tuesday,Accident,2,8,6,6,0,2,3,6
509-75-2008,M,47,General Medicine,43,23:01,Monday,Fever,4,12,10,6,0,1,10,5
449-77-1658,M,35,General Surgery,10,18:03,Tuesday,Abdominal Pain,3,7,10,11,0,2,9,6
709-85-1189,M,11,Orthopedics,40,18:20,Saturday,Fracture,3,24,3,9,0,6,4,4
279-38-7669,M,65,General,12,16:27,Thursday,Allergic Reaction,3,11,10,10,0,4,8,6
641-18-2127,M,71,Burn Unit,14,03:32,Thursday,Burn Injury,3,10,4,9,0,4,5,6
224-72-7879,M,39,Trauma,7,22:17,Wednesday,Accident,2,21,7,10,0,3,3,6
879-87-0888,M,73,Neurology,7,21:42,Friday,Stroke,1,21,8,10,0,5,2,2
451-99-2146,M,12,Neurology,14,20:19,Thursday,Stroke,1,12,6,10,0,4,2,2
838-74-6166,M,39,Cardiology,7,22:00,Monday,Chest Pain,2,19,3,14,0,1,7,1
661-42-7515,M,69,Neurology,15,13:50,Saturday,Stroke,1,25,3,5,0,6,2,2
719-40-0257,M,53,Trauma,6,12:40,Wednesday,Accident,2,12,5,14,0,3,3,6
563-64-1719,M,64,General,13,19:59,Wednesday,Allergic Reaction,3,12,7,15,0,3,8,6
694-09-6517,M,4,Cardiology,7,19:17,Wednesday,Heart Attack,1,17,3,8,0,3,1,1
251-49-2826,M,14,Burn Unit,15,18:21,Monday,Burn Injury,3,9,6,9,0,1,5,6
808-01-8111,M,14,General Surgery,13,16:22,Wednesday,Abdominal Pain,3,8,6,12,0,3,9,6
153-71-0593,M,14,General,24,07:00,Thursday,Allergic Reaction,3,17,5,9,0,4,8,6
247-25-0172,M,5,Cardiology,2,05:44,Saturday,Heart Attack,1,14,8,15,0,6,1,1
897-41-8734,M,22,Orthopedics,17,18:09,Friday,Fracture,3,10,8,6,0,5,4,4
655-60-4323,M,25,Orthopedics,7,08:25,Monday,Fracture,3,5,3,12,0,1,4,4
497-70-2885,M,31,Trauma,15,05:46,Tuesday,Accident,2,11,3,7,0,2,3,6
218-42-3462,M,75,Neurology,9,19:37,Tuesday,Stroke,1,15,9,13,0,2,2,2
896-97-4839,M,54,Trauma,14,21:26,Saturday,Accident,2,5,3,13,0,6,3,6
440-92-8284,M,36,Neurology,7,05:30,Sunday,Stroke,1,15,6,12,0,7,2,2
859-16-8010,M,9,Cardiology,8,13:09,Thursday,Heart Attack,1,14,7,15,0,4,1,1
333-90-6329,M,11,Orthopedics,24,01:15,Monday,Fracture,3,19,10,5,0,1,4,4
345-14-4829,M,41,General,28,14:50,Wednesday,Allergic Reaction,3,23,7,10,0,3,8,6
884-44-0502,M,38,Orthopedics,30,10:49,Friday,Fracture,3,22,7,9,0,5,4,4
755-09-2612,M,39,Burn Unit,31,10:08,Sunday,Burn Injury,3,21,7,7,0,7,5,6
343-83-6300,M,22,Trauma,12,11:41,Sunday,Accident,2,17,6,13,0,7,3,6
844-47-4709,M,52,Trauma,7,20:40,Sunday,Accident,2,12,6,9,0,7,3,6
891-29-4509,M,54,General,35,10:00,Saturday,Allergic Reaction,3,25,6,7,0,6,8,6
229-66-1679,M,36,Neurology,7,15:26,Sunday,Stroke,1,24,5,13,0,7,2,2
349-28-9540,M,67,General Surgery,34,13:28,Thursday,Abdominal Pain,3,20,4,7,0,4,9,6
403-55-3894,M,20,Pulmonology,7,16:43,Thursday,Breathing Problem,2,24,10,8,0,4,6,6
623-08-5116,M,78,Pulmonology,11,20:18,Sunday,Breathing Problem,2,14,9,12,0,7,6,6
331-16-0196,M,35,Trauma,14,16:45,Tuesday,Accident,2,5,6,15,0,2,3,6
403-57-0555,M,79,Orthopedics,36,04:01,Thursday,Fracture,3,25,5,8,0,4,4,4
801-86-2310,M,18,Burn Unit,18,22:52,Sunday,Burn Injury,3,13,6,12,0,7,5,6
543-66-8030,M,8,Neurology,13,09:07,Tuesday,Stroke,1,11,8,15,0,2,2,2
760-17-2412,M,60,Pulmonology,7,11:53,Tuesday,Breathing Problem,2,6,7,13,0,2,6,6
732-60-5902,M,2,Burn Unit,13,06:20,Friday,Burn Injury,3,5,6,6,0,5,5,6
884-03-2208,M,31,Orthopedics,27,17:01,Monday,Fracture,3,20,5,11,0,1,4,4
762-44-7104,M,65,Orthopedics,22,03:13,Thursday,Fracture,3,21,7,10,0,4,4,4
795-38-1074,M,6,Burn Unit,9,16:24,Sunday,Burn Injury,3,9,10,15,0,7,5,6
415-37-9603,M,17,Cardiology,14,06:15,Saturday,Heart Attack,1,9,10,13,0,6,1,1
458-71-9013,M,6,Cardiology,13,13:54,Wednesday,Heart Attack,1,12,10,13,0,3,1,1
876-22-1135,M,30,Cardiology,10,10:26,Thursday,Chest Pain,2,24,7,10,0,4,7,1
581-94-1985,M,2,Orthopedics,19,04:14,Saturday,Fracture,3,16,3,14,0,6,4,4
499-14-9763,M,30,Burn Unit,11,01:47,Friday,Burn Injury,3,5,6,8,0,5,5,6
878-72-7643,M,26,Burn Unit,12,13:02,Saturday,Burn Injury,3,6,8,5,0,6,5,6
459-41-0106,M,52,Cardiology,13,16:21,Tuesday,Heart Attack,1,15,5,6,0,2,1,1
351-90-0773,M,65,General Medicine,54,06:54,Friday,Fever,4,21,10,8,0,5,10,5
201-30-6345,M,71,General Surgery,30,03:17,Friday,Abdominal Pain,3,14,4,5,0,5,9,6
345-80-7659,M,34,Cardiology,7,06:32,Sunday,Chest Pain,2,17,8,15,0,7,7,1
482-97-1193,M,39,General,26,08:56,Thursday,Allergic Reaction,3,15,3,8,0,4,8,6
430-57-7863,M,3,General Surgery,38,10:04,Sunday,Abdominal Pain,3,21,3,8,0,7,9,6
715-87-8033,M,67,Trauma,3,03:22,Friday,Accident,2,24,7,14,0,5,3,6
680-95-1949,M,67,Neurology,5,08:24,Wednesday,Stroke,1,11,8,6,0,3,2,2
827-40-8129,M,11,General Medicine,70,23:29,Friday,Fever,4,17,3,8,0,5,10,5
809-80-6025,M,57,Trauma,2,15:08,Sunday,Accident,2,6,8,13,0,7,3,6
241-10-0868,M,47,Neurology,8,20:25,Thursday,Stroke,1,9,10,7,0,4,2,2
805-59-9555,M,61,Cardiology,5,01:30,Friday,Chest Pain,2,25,4,5,0,5,7,1
265-96-0268,M,10,Cardiology,10,19:15,Saturday,Chest Pain,2,21,5,7,0,6,7,1
598-65-6510,M,66,Neurology,3,05:28,Thursday,Stroke,1,22,3,11,0,4,2,2
177-58-4644,M,14,General Surgery,21,19:13,Sunday,Abdominal Pain,3,15,10,5,0,7,9,6
398-91-6399,M,27,Neurology,2,00:13,Wednesday,Stroke,1,22,5,10,0,3,2,2
771-52-0904,M,59,Cardiology,13,11:26,Saturday,Heart Attack,1,12,5,10,0,6,1,1
229-39-4308,M,27,Burn Unit,26,13:19,Tuesday,Burn Injury,3,13,3,7,0,2,5,6
161-57-2312,M,53,Neurology,12,03:53,Tuesday,Stroke,1,21,7,8,0,2,2,2
324-04-2087,M,20,Trauma,4,19:38,Wednesday,Accident,2,18,5,6,0,3,3,6
336-20-9942,M,52,General,34,08:31,Wednesday,Allergic Reaction,3,24,8,6,0,3,8,6
258-22-8476,M,34,Orthopedics,15,13:39,Wednesday,Fracture,3,12,10,6,0,3,4,4
886-73-9148,M,45,Cardiology,10,10:16,Sunday,Heart Attack,1,13,9,11,0,7,1,1
738-36-0484,M,69,Cardiology,2,12:28,Wednesday,Heart Attack,1,25,4,5,0,3,1,1
796-21-1372,M,31,Orthopedics,19,12:37,Saturday,Fracture,3,15,7,7,0,6,4,4
115-43-2057,M,11,General,10,08:28,Tuesday,Allergic Reaction,3,9,9,8,0,2,8,6
467-58-5027,M,41,Cardiology,15,06:23,Wednesday,Heart Attack,1,10,9,9,0,3,1,1
618-09-7943,M,24,Neurology,6,20:49,Tuesday,Stroke,1,24,8,7,0,2,2,2
537-38-4602,M,52,Neurology,12,10:45,Saturday,Stroke,1,23,7,14,0,6,2,2
103-34-9671,M,38,General Surgery,32,08:33,Tuesday,Abdominal Pain,3,24,5,9,0,2,9,6
689-22-4635,M,53,Orthopedics,41,23:05,Saturday,Fracture,3,19,3,6,0,6,4,4
701-45-9889,M,58,Neurology,3,11:57,Sunday,Stroke,1,22,8,6,0,7,2,2
618-22-6988,M,9,Trauma,4,05:52,Monday,Accident,2,13,5,11,0,1,3,6
198-65-1159,M,24,Pulmonology,15,20:08,Saturday,Breathing Problem,2,25,3,8,0,6,6,6
726-53-8108,M,17,General Medicine,34,22:25,Sunday,Fever,4,9,6,12,0,7,10,5
693-34-5229,M,55,Trauma,15,12:26,Thursday,Accident,2,11,10,12,0,4,3,6
143-37-8471,M,14,Neurology,5,00:41,Monday,Stroke,1,15,9,10,0,1,2,2
684-01-5172,M,44,General Surgery,15,15:45,Saturday,Abdominal Pain,3,12,7,8,0,6,9,6
846-04-4934,M,47,Neurology,10,18:17,Wednesday,Stroke,1,19,10,13,0,3,2,2
173-47-4754,M,69,Cardiology,9,21:35,Friday,Heart Attack,1,19,9,6,0,5,1,1
300-26-1229,M,9,Neurology,12,03:26,Tuesday,Stroke,1,24,4,12,0,2,2,2
574-24-6102,M,50,Pulmonology,9,03:41,Saturday,Breathing Problem,2,19,10,8,0,6,6,6
875-64-9335,M,71,General Surgery,43,10:20,Sunday,Abdominal Pain,3,24,3,7,0,7,9,6
687-65-8903,M,51,General Medicine,57,12:37,Wednesday,Fever,4,14,3,9,0,3,10,5
292-80-0066,M,56,Orthopedics,6,23:52,Monday,Fracture,3,5,10,5,0,1,4,4
214-51-6611,M,55,General Surgery,23,13:54,Wednesday,Abdominal Pain,3,19,3,13,0,3,9,6
885-02-5489,M,74,Neurology,10,09:48,Saturday,Stroke,1,9,8,6,0,6,2,2
696-40-8856,M,27,Cardiology,6,09:27,Wednesday,Heart Attack,1,9,10,7,0,3,1,1
530-45-3867,M,4,Neurology,4,09:41,Wednesday,Stroke,1,13,9,9,0,3,2,2
619-11-5945,M,76,Cardiology,5,13:44,Saturday,Chest Pain,2,21,6,6,0,6,7,1
538-55-2068,M,47,General Medicine,44,08:59,Tuesday,Fever,4,18,10,13,0,2,10,5
576-52-5777,M,41,General Surgery,20,02:22,Sunday,Abdominal Pain,3,18,5,12,0,7,9,6
564-01-7734,M,52,Cardiology,8,21:59,Tuesday,Chest Pain,2,25,6,9,0,2,7,1
647-15-4786,M,57,Trauma,10,14:05,Wednesday,Accident,2,19,8,11,0,3,3,6
829-83-5259,M,25,General,21,08:31,Wednesday,Allergic Reaction,3,18,7,13,0,3,8,6
833-39-1167,M,9,Cardiology,7,06:08,Friday,Heart Attack,1,21,8,14,0,5,1,1
731-24-5816,M,19,General,22,12:21,Thursday,Allergic Reaction,3,19,4,13,0,4,8,6
231-60-4242,M,53,General Medicine,54,16:17,Thursday,Fever,4,17,3,11,0,4,10,5
528-07-9501,M,11,Trauma,3,12:37,Sunday,Accident,2,5,10,15,0,7,3,6
736-55-3263,M,7,General Surgery,15,19:57,Thursday,Abdominal Pain,3,9,9,5,0,4,9,6
791-85-2268,M,15,Neurology,11,05:05,Tuesday,Stroke,1,14,3,10,0,2,2,2
770-14-1224,M,63,Cardiology,15,06:42,Sunday,Heart Attack,1,19,4,7,0,7,1,1
201-56-8126,M,60,Cardiology,2,03:30,Saturday,Heart Attack,1,21,6,6,0,6,1,1
382-83-8347,M,58,General Medicine,67,18:15,Tuesday,Fever,4,17,6,5,0,2,10,5
854-88-8632,M,59,Cardiology,7,15:49,Sunday,Heart Attack,1,19,5,15,0,7,1,1
547-76-7829,M,77,Orthopedics,20,12:59,Thursday,Fracture,3,16,6,13,0,4,4,4
657-40-4330,M,46,Cardiology,6,04:29,Friday,Chest Pain,2,9,4,10,0,5,7,1
400-24-8755,M,31,Cardiology,3,17:20,Saturday,Chest Pain,2,10,3,15,0,6,7,1
490-05-6824,M,68,Orthopedics,11,08:07,Friday,Fracture,3,7,10,10,0,5,4,4
463-91-4655,M,70,Burn Unit,15,21:12,Saturday,Burn Injury,3,5,3,6,0,6,5,6
745-93-0856,M,77,Orthopedics,13,04:08,Sunday,Fracture,3,10,6,13,0,7,4,4
121-14-1268,M,2,Pulmonology,9,14:10,Friday,Breathing Problem,2,6,7,12,0,5,6,6
147-94-6823,M,50,Trauma,11,18:40,Tuesday,Accident,2,18,10,9,0,2,3,6
168-97-3030,M,46,Pulmonology,2,23:54,Tuesday,Breathing Problem,2,8,6,10,0,2,6,6
409-55-2108,M,6,Cardiology,11,14:53,Wednesday,Chest Pain,2,17,10,9,0,3,7,1
828-19-1085,M,32,General Surgery,13,00:58,Thursday,Abdominal Pain,3,13,10,14,0,4,9,6
570-63-3288,M,12,General,24,04:52,Sunday,Allergic Reaction,3,16,8,5,0,7,8,6
750-16-4831,M,11,General Surgery,13,04:14,Wednesday,Abdominal Pain,3,11,10,5,0,3,9,6
869-18-4601,M,57,Pulmonology,15,20:40,Monday,Breathing Problem,2,6,6,13,0,1,6,6
703-16-0191,M,66,General Surgery,19,09:44,Friday,Abdominal Pain,3,10,5,8,0,5,9,6
759-38-2731,M,21,Trauma,11,13:25,Sunday,Accident,2,16,9,14,0,7,3,6
558-19-1783,M,28,General Medicine,54,20:46,Wednesday,Fever,4,18,10,8,0,3,10,5
662-78-5868,M,15,Trauma,5,22:02,Thursday,Accident,2,17,10,15,0,4,3,6
755-96-0530,M,9,Cardiology,9,05:51,Friday,Chest Pain,2,13,5,6,0,5,7,1
670-80-2997,M,11,Neurology,3,19:00,Wednesday,Stroke,1,21,3,14,0,3,2,2
241-64-7642,M,40,General,8,20:15,Tuesday,Allergic Reaction,3,5,7,9,0,2,8,6
386-33-3422,M,8,Neurology,14,06:54,Saturday,Stroke,1,13,7,8,0,6,2,2
852-35-5271,M,36,Burn Unit,35,13:50,Sunday,Burn Injury,3,17,4,5,0,7,5,6
829-92-4746,M,47,Pulmonology,8,06:47,Wednesday,Breathing Problem,2,20,7,12,0,3,6,6
100-66-0896,M,2,Cardiology,10,05:45,Wednesday,Chest Pain,2,16,3,5,0,3,7,1
536-53-9660,M,26,Cardiology,14,03:58,Tuesday,Heart Attack,1,20,4,8,0,2,1,1
392-87-5203,M,10,Neurology,7,22:47,Wednesday,Stroke,1,10,8,5,0,3,2,2
152-82-3590,M,44,Burn Unit,18,22:12,Wednesday,Burn Injury,3,11,3,12,0,3,5,6
111-90-3138,M,1,Burn Unit,6,18:39,Saturday,Burn Injury,3,7,10,13,0,6,5,6
147-29-7641,M,35,Trauma,14,01:38,Thursday,Accident,2,21,4,14,0,4,3,6
500-08-6428,M,4,Pulmonology,4,22:34,Friday,Breathing Problem,2,11,7,11,0,5,6,6
418-90-7502,M,2,Trauma,14,06:47,Sunday,Accident,2,23,8,10,0,7,3,6
817-17-4283,M,69,Trauma,14,07:10,Friday,Accident,2,13,5,8,0,5,3,6
258-30-8092,M,52,Burn Unit,9,07:49,Wednesday,Burn Injury,3,9,6,12,0,3,5,6
114-58-3401,M,65,Orthopedics,25,09:55,Wednesday,Fracture,3,16,4,10,0,3,4,4
848-87-0288,M,72,General Medicine,76,19:01,Thursday,Fever,4,21,7,5,0,4,10,5
784-87-8463,M,4,Cardiology,2,04:58,Saturday,Chest Pain,2,10,5,9,0,6,7,1
484-60-8449,M,61,Trauma,13,16:14,Sunday,Accident,2,23,6,7,0,7,3,6
417-52-5675,M,26,Cardiology,13,08:24,Monday,Heart Attack,1,5,7,5,0,1,1,1
103-36-3561,M,17,Orthopedics,21,21:43,Tuesday,Fracture,3,13,4,7,0,2,4,4
126-78-2755,M,8,Neurology,15,16:20,Tuesday,Stroke,1,19,8,5,0,2,2,2
337-67-0209,M,58,Cardiology,7,06:05,Monday,Heart Attack,1,9,9,8,0,1,1,1
356-76-1028,M,12,Cardiology,9,08:40,Friday,Heart Attack,1,15,9,12,0,5,1,1
582-37-9549,M,76,Burn Unit,21,17:03,Thursday,Burn Injury,3,13,3,9,0,4,5,6
246-58-5618,M,49,Cardiology,7,08:30,Thursday,Chest Pain,2,7,7,9,0,4,7,1
268-53-8144,M,12,General Medicine,43,01:05,Monday,Fever,4,15,9,12,0,1,10,5
218-05-9604,M,25,Trauma,4,15:28,Tuesday,Accident,2,11,7,10,0,2,3,6
880-01-0115,M,43,Cardiology,8,13:29,Saturday,Chest Pain,2,5,8,14,0,6,7,1
811-21-5328,M,29,Pulmonology,14,08:04,Sunday,Breathing Problem,2,6,10,8,0,7,6,6
556-02-6133,M,33,Trauma,7,10:21,Wednesday,Accident,2,8,7,5,0,3,3,6
425-62-5765,M,1,General Medicine,26,10:13,Sunday,Fever,4,10,4,15,0,7,10,5
373-60-4214,M,65,General Medicine,59,18:05,Wednesday,Fever,4,20,9,6,0,3,10,5
564-01-2732,M,23,Trauma,7,03:50,Wednesday,Accident,2,24,6,7,0,3,3,6
468-16-2640,M,15,Pulmonology,14,16:57,Monday,Breathing Problem,2,21,6,10,0,1,6,6
219-73-9939,M,3,General,8,03:06,Tuesday,Allergic Reaction,3,6,10,14,0,2,8,6
713-45-5068,M,59,General Medicine,50,05:49,Saturday,Fever,4,18,3,15,0,6,10,5
223-33-6036,M,30,Orthopedics,55,07:17,Sunday,Fracture,3,22,3,5,0,7,4,4
744-05-3065,M,18,Trauma,6,20:06,Thursday,Accident,2,8,4,14,0,4,3,6
518-65-2607,M,44,Burn Unit,20,20:36,Monday,Burn Injury,3,12,7,7,0,1,5,6
290-98-5829,M,27,General,15,19:53,Friday,Allergic Reaction,3,13,10,7,0,5,8,6
537-34-6004,M,36,General,31,05:31,Saturday,Allergic Reaction,3,16,5,6,0,6,8,6
151-80-2492,M,7,Neurology,15,06:56,Saturday,Stroke,1,14,3,15,0,6,2,2
838-44-7406,M,9,Neurology,6,19:29,Monday,Stroke,1,7,10,8,0,1,2,2
499-41-9545,M,54,General Medicine,78,12:11,Tuesday,Fever,4,25,7,7,0,2,10,5
305-33-2562,M,76,Cardiology,11,19:51,Monday,Heart Attack,1,25,4,11,0,1,1,1
504-30-1140,M,56,Trauma,8,04:28,Saturday,Accident,2,6,9,10,0,6,3,6
462-49-7342,M,56,Orthopedics,13,22:12,Monday,Fracture,3,8,5,8,0,1,4,4
258-75-3793,M,71,Cardiology,11,19:27,Saturday,Heart Attack,1,14,4,11,0,6,1,1
178-31-9644,M,25,Pulmonology,12,12:34,Thursday,Breathing Problem,2,20,8,15,0,4,6,6
419-56-9936,M,2,Burn Unit,12,10:38,Thursday,Burn Injury,3,9,6,12,0,4,5,6
113-91-9878,M,14,Trauma,14,15:45,Monday,Accident,2,8,6,11,0,1,3,6
622-88-2180,M,62,Cardiology,6,10:54,Friday,Chest Pain,2,14,4,9,0,5,7,1
841-99-6429,M,27,Trauma,10,21:05,Thursday,Accident,2,12,5,12,0,4,3,6
884-19-1492,M,29,Orthopedics,30,11:57,Friday,Fracture,3,16,4,6,0,5,4,4
762-40-4019,M,15,Cardiology,4,02:05,Saturday,Heart Attack,1,5,4,12,0,6,1,1
809-21-4546,M,6,General Surgery,32,20:00,Monday,Abdominal Pain,3,17,5,5,0,1,9,6
483-41-1741,M,67,Pulmonology,9,23:36,Thursday,Breathing Problem,2,13,8,12,0,4,6,6
524-07-1664,M,16,Burn Unit,28,06:10,Tuesday,Burn Injury,3,23,7,9,0,2,5,6
216-12-9662,M,46,General Medicine,106,12:52,Tuesday,Fever,4,24,4,6,0,2,10,5
365-59-3831,M,18,Burn Unit,12,02:04,Thursday,Burn Injury,3,6,9,6,0,4,5,6
763-58-5190,M,71,General Medicine,60,03:10,Sunday,Fever,4,25,10,12,0,7,10,5
688-49-5453,M,17,Neurology,8,14:35,Tuesday,Stroke,1,10,5,11,0,2,2,2
880-66-0659,M,60,Cardiology,10,14:15,Monday,Heart Attack,1,19,9,9,0,1,1,1
594-59-4281,M,62,Trauma,11,13:49,Thursday,Accident,2,9,10,6,0,4,3,6
485-50-9095,M,54,Cardiology,2,08:10,Monday,Heart Attack,1,18,10,14,0,1,1,1
749-90-9165,M,59,Pulmonology,5,17:28,Saturday,Breathing Problem,2,24,3,14,0,6,6,6
491-64-6560,M,32,Neurology,4,12:31,Sunday,Stroke,1,8,3,14,0,7,2,2
119-06-4805,M,75,Orthopedics,26,02:53,Tuesday,Fracture,3,25,9,10,0,2,4,4
832-94-2573,M,57,General,13,06:27,Wednesday,Allergic Reaction,3,6,9,5,0,3,8,6
575-68-6070,M,36,Cardiology,4,01:36,Thursday,Chest Pain,2,16,4,5,0,4,7,1
848-82-6894,M,9,Burn Unit,17,17:41,Saturday,Burn Injury,3,19,10,15,0,6,5,6
763-28-8161,M,26,General,16,03:45,Thursday,Allergic Reaction,3,11,3,11,0,4,8,6
309-39-3171,M,54,Orthopedics,10,00:11,Thursday,Fracture,3,10,4,14,0,4,4,4
858-25-8911,M,50,Trauma,10,00:38,Wednesday,Accident,2,11,10,15,0,3,3,6
127-83-9031,M,48,General Surgery,30,22:14,Sunday,Abdominal Pain,3,22,3,13,0,7,9,6
689-28-3777,M,31,Pulmonology,11,11:05,Wednesday,Breathing Problem,2,6,4,12,0,3,6,6
376-71-1232,M,19,General Medicine,31,23:40,Sunday,Fever,4,10,7,10,0,7,10,5
386-98-3262,M,74,Pulmonology,5,21:26,Saturday,Breathing Problem,2,11,5,12,0,6,6,6
761-66-7563,M,6,General Medicine,36,00:57,Tuesday,Fever,4,15,10,12,0,2,10,5
576-82-1180,M,69,Pulmonology,10,21:15,Monday,Breathing Problem,2,10,7,6,0,1,6,6
451-85-7804,M,67,Neurology,3,03:57,Thursday,Stroke,1,11,5,7,0,4,2,2
364-06-7061,M,63,General Surgery,35,11:29,Saturday,Abdominal Pain,3,24,6,7,0,6,9,6
873-82-4124,M,38,General Surgery,16,07:21,Tuesday,Abdominal Pain,3,17,10,15,0,2,9,6
191-43-3101,M,10,Orthopedics,18,13:34,Sunday,Fracture,3,15,8,11,0,7,4,4
278-89-6924,M,29,Orthopedics,40,08:06,Friday,Fracture,3,25,3,9,0,5,4,4
868-24-1141,M,21,Pulmonology,4,02:17,Tuesday,Breathing Problem,2,24,10,9,0,2,6,6
261-25-9152,M,30,General Surgery,37,04:34,Wednesday,Abdominal Pain,3,22,5,6,0,3,9,6
284-32-1089,M,4,Cardiology,5,14:05,Wednesday,Chest Pain,2,17,8,8,0,3,7,1
325-89-2126,M,1,Pulmonology,2,04:57,Monday,Breathing Problem,2,16,7,5,0,1,6,6
840-59-8475,M,61,Orthopedics,10,07:17,Monday,Fracture,3,9,8,11,0,1,4,4
578-76-6120,M,51,Orthopedics,10,15:57,Wednesday,Fracture,3,6,4,14,0,3,4,4
357-99-1739,M,2,Orthopedics,13,22:37,Friday,Fracture,3,9,9,9,0,5,4,4
677-85-0125,M,29,Neurology,13,22:35,Saturday,Stroke,1,22,6,9,0,6,2,2
217-33-8777,M,48,General Medicine,54,16:52,Wednesday,Fever,4,18,9,9,0,3,10,5
265-90-3593,M,40,Cardiology,12,14:51,Saturday,Chest Pain,2,16,4,9,0,6,7,1
274-77-1614,M,24,Pulmonology,8,10:13,Monday,Breathing Problem,2,14,9,14,0,1,6,6
259-62-7456,M,30,General Surgery,9,04:56,Sunday,Abdominal Pain,3,10,8,15,0,7,9,6
272-26-4065,M,3,General Surgery,38,08:49,Sunday,Abdominal Pain,3,23,6,6,0,7,9,6
442-16-0232,M,1,Cardiology,13,11:25,Sunday,Chest Pain,2,6,7,5,0,7,7,1
410-24-9561,M,53,General Surgery,12,14:38,Friday,Abdominal Pain,3,5,7,5,0,5,9,6
403-34-2322,M,79,Neurology,9,00:09,Sunday,Stroke,1,25,5,15,0,7,2,2
139-81-3548,M,37,Burn Unit,28,10:30,Monday,Burn Injury,3,15,6,5,0,1,5,6
118-92-0340,M,46,General Medicine,24,07:04,Thursday,Fever,4,5,9,5,0,4,10,5
897-16-6821,M,47,Cardiology,9,09:21,Tuesday,Chest Pain,2,10,4,14,0,2,7,1
813-71-9872,M,69,General,43,05:42,Monday,Allergic Reaction,3,25,4,8,0,1,8,6
788-70-7078,M,7,General Surgery,20,19:18,Tuesday,Abdominal Pain,3,14,8,9,0,2,9,6
581-09-2517,M,27,Orthopedics,24,18:13,Thursday,Fracture,3,16,5,9,0,4,4,4
476-12-0189,M,31,Neurology,4,02:03,Saturday,Stroke,1,7,3,13,0,6,2,2
102-07-2442,M,35,Orthopedics,31,21:47,Saturday,Fracture,3,19,4,8,0,6,4,4
227-59-0578,M,45,Neurology,8,17:31,Thursday,Stroke,1,14,7,7,0,4,2,2
649-31-5134,M,7,Cardiology,13,13:45,Thursday,Heart Attack,1,18,9,9,0,4,1,1
677-08-7636,M,79,Burn Unit,12,21:06,Tuesday,Burn Injury,3,11,10,11,0,2,5,6
190-98-0234,M,79,Cardiology,14,17:21,Sunday,Chest Pain,2,24,6,13,0,7,7,1
499-85-7483,M,40,Neurology,6,06:50,Sunday,Stroke,1,16,3,6,0,7,2,2
525-23-4635,M,16,Pulmonology,12,07:30,Tuesday,Breathing Problem,2,14,6,7,0,2,6,6
828-62-5604,M,78,Neurology,7,18:22,Monday,Stroke,1,22,4,10,0,1,2,2
730-01-5841,M,79,General,20,22:33,Saturday,Allergic Reaction,3,11,3,7,0,6,8,6
376-82-5165,M,35,Neurology,5,05:31,Friday,Stroke,1,22,10,12,0,5,2,2
502-59-6868,M,55,Trauma,5,07:20,Tuesday,Accident,2,16,8,7,0,2,3,6
176-38-6737,M,36,General Surgery,9,18:47,Thursday,Abdominal Pain,3,5,5,12,0,4,9,6
857-50-8143,M,56,General,30,18:30,Thursday,Allergic Reaction,3,22,6,9,0,4,8,6
781-54-2029,M,9,Cardiology,7,18:23,Sunday,Chest Pain,2,22,10,7,0,7,7,1
770-76-5343,M,29,Neurology,11,20:22,Wednesday,Stroke,1,15,6,7,0,3,2,2
388-20-5957,M,1,Cardiology,4,00:02,Monday,Chest Pain,2,11,10,8,0,1,7,1
350-57-1734,M,5,General,10,03:52,Saturday,Allergic Reaction,3,5,10,9,0,6,8,6
766-30-6319,M,22,Pulmonology,6,04:51,Sunday,Breathing Problem,2,15,7,11,0,7,6,6
593-94-5715,M,5,General Medicine,20,20:55,Saturday,Fever,4,8,8,15,0,6,10,5
785-08-0658,M,19,Cardiology,10,19:54,Friday,Chest Pain,2,24,3,14,0,5,7,1
698-79-0404,M,18,Neurology,6,23:49,Wednesday,Stroke,1,16,5,13,0,3,2,2
830-42-7159,M,19,General Surgery,21,04:59,Thursday,Abdominal Pain,3,18,3,13,0,4,9,6
